name,link_startupeu,link_logo,link_website,website_up,city,region,category,top_3_keywords,business_model,linkedin_global_profile,linkedin_handle,linkedin_valid,instagram_handle,instagram_valid,x_handle,x_valid,founded_year,age,total_funding_listing,headline_count,headlines,headline_financial_count,headline_funding,headline_acquisition_count,headline_bankruptcy_count,headline_non_financial_count,description_writing_score,description_market_readiness_score,description_founder_signal_score,description_word_count,description_jargon_density,description_numeric_evidence_count,status
Pow Wow Entertainment,https://www.eu-startups.com/directory/pow-wow-entertainment/,https://www.eu-startups.com/wp-content/uploads/2022/06/Pow-Wow-Entertainment-150x150.jpg,,False,Vienna,Vienna,Media & Entertainment,"['game development', 'entertainment', 'original brands']",B2C,False,pow-wow-entertainment,True,powwowent,True,powwowent,True,2019,6,No funding announced yet,1,['Pow Wow entertainment lineup takes shape'],0,0,0,0,1,7,5,6,92,0.2,1,inactive
Pregenerate,https://www.eu-startups.com/directory/pregenerate/,https://www.eu-startups.com/wp-content/uploads/2022/06/Pregenerate-150x150.jpg,,False,Vienna,Vienna,Health,"['organ-on-a-chip', 'pharmaceutical', 'arthritis']",B2B,False,pregenerate-inc,True,pregenerate.inc,True,pregenerate_inc,True,2019,6,Between €100K-€500K,1,['Arthritis-Forschung: Wiener Medizin-StartUp wird nach Pleite geschlossen - Landstraße'],0,0,0,1,1,8,7,6,108,0.25,1,bankrupt
QUANTRO Therapeutics,https://www.eu-startups.com/directory/quantro-therapeutics/,https://www.eu-startups.com/wp-content/uploads/2022/06/QUANTRO-Therapeutics-150x150.jpg,quantro-tx.com,True,Vienna,Vienna,Health,"['cancer', 'drug discovery', 'transcription factors']",B2B,False,quantro-therapeutics,True,,False,quantrotx,True,2019,6,No funding announced yet,2,"['Quantro Therapeutics erhält FFG-Förderung für neuartige Krebstherapien', 'Evotec kooperiert mit Quantro Therapeutics']",2,0,1,0,0,8,5,6,100,0.4,0,no_funding
S1Seven,https://www.eu-startups.com/directory/s1seven/,https://www.eu-startups.com/wp-content/uploads/2022/06/S1Seven-150x150.jpg,s1seven.com,True,Vienna,Vienna,Software & Analytics,"['sourcing', 'software', 'supply chain']",B2B,False,s1seven,True,s1seven,True,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,6,7,134,0.25,1,no_funding
Dejure Technologies,https://www.eu-startups.com/directory/dejure-technologies/,https://www.eu-startups.com/wp-content/uploads/2022/06/Dejure-Technologies-150x150.jpg,dejuretechnologies.com,True,Klagenfurt,Carinthia,Software & Analytics,"['IT consultancy', 'software development', 'Machine Learning']",B2B,False,,False,,False,,False,2019,6,No funding announced yet,4,"['Dejure Technologies', 'Dejure Technologies', 'Dejure Technologies', 'Zeeshan Mahmood Awan - Chief Executive Officer - Dejure Technologies']",0,0,0,0,4,7,7,6,188,0.25,0,no_funding
Sarcura,https://www.eu-startups.com/directory/sarcura/,https://www.eu-startups.com/wp-content/uploads/2022/06/Sarcura-150x150.jpg,sarcura.com,True,Klosterneuburg,Lower Austria,Health,"['personalized cell therapies', 'manufacturing', 'semiconductor technology']",B2B,False,sarcura,True,,False,,False,2019,6,Between €2.5 million-5 million,5,"['Sarcura-Gründerin Daniela Buchmayr: ""Europa braucht Vorbilder""', 'Sarcura-Gründerin ist Female Entrepreneur des Jahres', '„Wir brauchen Millionen dieser Dosen“ - Firmenporträt: Sarcura, Klosterneuburg', 'Sarcura: 2,5 Mio. Euro für das niederösterreichische Zelltherapie-Startup', 'Sarcura: NÖ-Zelltherapie Startup schließt 2,5 Millionen Euro Seed-Finanzierung ab']",2,2500000,0,0,3,7,6,7,92,0.3,2,funding
SignD Identity,https://www.eu-startups.com/directory/signd-identity-2/,https://www.eu-startups.com/wp-content/uploads/2022/06/SignD-Identity-150x150.jpg,,False,Vienna,Vienna,Software & Analytics,"['onboarding', 'KYC', 'compliance']",B2B,False,,False,,False,,False,2019,6,Between €1 million-€ 2.5 million,5,"['SignD: Wiener RegTech mit 3 Mio. Euro Passiva in der Insolvenz', 'Bernhard Reiterer, Gründer und CEO bei SignD Identity GmbH.', 'SignD Identity GmbH, Wien, Österreich', 'SignD Identity GmbH', 'SignD Identity GmbH – Detailseite – Firmenbuchabfrage']",0,0,0,1,4,7,8,6,116,0.25,1,bankrupt
CoLivi,https://www.eu-startups.com/directory/colivi/,https://www.eu-startups.com/wp-content/uploads/2022/06/CoLivi-150x150.jpg,colivi.com,True,Gasse,Tyrol,PropTech,"['shared economy', 'flexibility', 'housing']",B2C,False,colivi,True,colivi.austria,True,colivi,True,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,5,6,174,0.1,1,no_funding
Cloudomation,https://www.eu-startups.com/directory/cloudomation/,https://www.eu-startups.com/wp-content/uploads/2022/06/Cloudomation-150x150.jpg,cloudomation.com,True,Vienna,Vienna,Software & Analytics,"['automation', 'integration', 'workflows']",B2B,False,,False,cloudomation,True,cloudomationcom,True,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,6,5,104,0.25,0,no_funding
CNQRCLUB,https://www.eu-startups.com/directory/cnqrclub/,https://www.eu-startups.com/wp-content/uploads/2022/06/CNQRCLUB-150x149.jpg,,False,Vienna,Vienna,Health,"['fitness', 'health', 'subscription']",marketplace,False,,False,,False,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,6,5,4,66,0.15,0,inactive
Clean Code Software,https://www.eu-startups.com/directory/clean-code-software/,https://www.eu-startups.com/wp-content/uploads/2022/06/Clean-Code-Software-150x150.jpg,cleancode-software.com,True,Raaba,Styria,Professional Services,"['development', 'quality', 'performance']",B2B,False,cleancode-software,True,,False,,False,2019,6,No funding announced yet,2,"['Darko Stanojević – Founder / Full Stack Developer – Clean Code Software', 'Clean Code Software OG']",0,0,0,0,2,7,6,7,104,0.25,0,no_funding
Stresscoach,https://www.eu-startups.com/directory/stresscoach/,https://www.eu-startups.com/wp-content/uploads/2022/06/Stresscoach-150x150.jpg,stresscoach.app,True,Vienna,Vienna,Software & Analytics,"['trust', 'feedback', 'responsibility']",other,False,,False,usestresscoach,True,usestresscoach,True,2019,6,Between €100K-€500K,1,['Exit: Wiener Mental Health-Startup Stresscoach geht an US-Firma'],1,0,1,0,0,7,3,5,104,0.14,0,unclear
SynoptiCons,https://www.eu-startups.com/directory/synopticons/,https://www.eu-startups.com/wp-content/uploads/2022/06/SynoptiCons-150x150.jpg,synopticons.com,True,Klagenfurt,Carinthia,Professional Services,"['quality', 'clients', 'responsibility']",B2B,False,synopticons,True,synopticons,True,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,4,6,174,0.1,0,no_funding
SYN TRAC,https://www.eu-startups.com/directory/syn-trac/,https://www.eu-startups.com/wp-content/uploads/2022/06/SYN-TRAC-150x75.png,syn-trac.at,True,Bad Goisern,Upper Austria,Mobility,"['vehicle', 'safety', 'comfort']",B2B,False,syn-trac-gmbh,True,syn_trac,True,,False,2019,6,No funding announced yet,8,"['Insolvenz angemeldet: Fahrzeughersteller Syn Trac ist zahlungsunfähig', 'Spezialfahrzeuge-Firma Syn Trac aus Bad Goisern pleite', 'SYNEX TECH GmbH: Nicht von SYN TRAC Insolvenz betroffen', 'Bad Goisern: Synex Tech nicht von Syn Trac-Insolvenz betroffen - Salzkammergut', 'Syn Trac GmbH: Großinsolvenz in Bad Goisern - Salzkammergut', 'SYN TRAC GmbH: Auf Testfahrt im Bayerischen Wald', 'SYN TRAC ist insolvent', 'SYN TRAC GmbH: Deutsches Lohnunternehmen setzt auf österreichischen Geräteträger']",2,0,0,5,3,6,4,5,134,0.43,3,no_funding
Templeton Apus,https://www.eu-startups.com/directory/templeton-apus/,https://www.eu-startups.com/wp-content/uploads/2022/06/Templeton-Apus-150x150.png,templetonapus.com,True,Vienna,Vienna,Health,"['intelligence', 'platform', 'healthcare']",B2B,False,,False,,False,,False,2019,6,No funding announced yet,1,['Templeton Apus - Universal'],0,0,0,0,1,8,6,7,174,0.25,1,no_funding
Warrify,https://www.eu-startups.com/directory/warrify/,https://www.eu-startups.com/wp-content/uploads/2022/06/Warrify-150x150.jpg,warrify.com,True,Klosterneuburg,Lower Austria,Software & Analytics,"['receipt', 'customer', 'retailers']",B2B,False,warrify,True,warrify.official,True,,False,2019,6,Between €100K-€500K,7,"['Warrify: Neue Großkunden und 150.000 Euro Investment für NÖ-Startup', '""2 Minuten 2 Millionen"": Warrify bläst Investment ab', 'Interaktiver Kassenbeleg: Dimedis und Warrify kooperieren', 'Warrify: Diese App sagt dir, wann deine Handy-Garantie abläuft', 'Startup Warrify mit neuem Partner und neuer Förderung', 'Warrify gewinnt beim Austrian Retail Innovation Award ""Best Online Solution""', 'Startup Warrify mit neuem Partner und neuer Förderung']",5,150000,0,0,2,8,6,7,104,0.25,0,funding
XKI,https://www.eu-startups.com/directory/xki-gmbh/,https://www.eu-startups.com/wp-content/uploads/2022/06/XKI-GmbH-150x150.jpg,x.ki,True,Vienna,Vienna,Software & Analytics,"['technology', 'innovation', 'cloud computing']",B2B,False,,False,xkiprod,True,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,4,5,102,0.5,0,no_funding
xuuluux,https://www.eu-startups.com/directory/xuuluux/,https://www.eu-startups.com/wp-content/uploads/2022/06/xuuluux-150x150.jpg,xuuluux.com,True,Salzburg,Salzburg,Software & Analytics,"['interim management', 'advising', 'manufacturing']",B2B,False,xuuluux,True,,False,,False,2019,6,No funding announced yet,1,"['Salzburger Suchbild-Startup xuuluux: Mit App gegen ""emotionslosen Konsum"" von Bildern']",0,0,0,0,1,7,6,7,47,0.25,0,no_funding
Yolly,https://www.eu-startups.com/directory/yolly/,https://www.eu-startups.com/wp-content/uploads/2022/06/Yolly-150x150.jpg,,False,Vienna,Vienna,Professional Services,"['financial management', 'SMEs', 'automation']",B2B,False,yolly-io,True,,False,yolly22,True,2019,6,No funding announced yet,0,[],0,0,0,0,0,8,6,5,56,0.25,0,inactive
Trackbar,https://www.eu-startups.com/directory/trackbar/,https://www.eu-startups.com/wp-content/uploads/2022/05/Trackbar-150x150.jpg,trackbar.com,True,Vienna,Vienna,Media & Entertainment,"['sensor system', 'digitizes', 'real-time feedback']",B2B,False,trackbar,True,,False,,False,2019,6,Between €100K-€500K,5,"['Egym: Fitness-Unicorn startet Kooperation mit Wiener Startup Trackbar', 'EGYM und TRACKBAR arbeiten zusammen', 'EGYM und TRACKBAR: Smarte Lösungen für Fitnessstudios', 'FitLink und Trackbar gehen Kooperation ein', 'Trackbar: ""Connected Fitness""-Startup erhält 450.000 Euro Pre-Seed']",2,450000,0,0,3,8,7,6,139,0.14,1,funding
Circe BioTech,https://www.eu-startups.com/directory/circe-biotech/,https://www.eu-startups.com/wp-content/uploads/2022/04/Circe-Logo-150x57.png,circe.at,True,Vienna,Vienna,ClimateTech/GreenTech/CleanTech,"['bioreactor', 'methane', 'sustainable']",B2B,False,circe-biotech,True,,False,,False,2019,6,Between €500K-€ 1 million,3,"['Circe Biotech', 'Welcome to Circe Biotech', 'Circe Biotech']",0,0,0,0,3,7,5,7,469,0.25,3,probably_funding
SOMAREALITY,https://www.eu-startups.com/directory/somareality/,https://www.eu-startups.com/wp-content/uploads/2023/05/1643910618394-150x150.jpeg,somareality.com,True,Vienna,Vienna,Software & Analytics,"['digital biomarkers', 'eye tracking', 'HMD']",B2B,False,somareality,True,,False,somareality,True,2019,6,Between €1 million-€ 2.5 million,1,"['Somareality sammelt 2,6 Millionen ein - Meine Erde erhält Millionensumme - D11Z Ventures investiert in clockin']",1,2600000,0,0,2,7,6,7,50,0.2,0,funding
Trality,https://www.eu-startups.com/directory/trality/,https://www.eu-startups.com/wp-content/uploads/2021/03/rhpr68sb5kryuxnbgsbq-150x150.png,,False,Vienna,Vienna,Software & Analytics,"['trading', 'bots', 'marketplace']",platform,False,trality,True,trality_bots,True,trality_bots,True,2019,6,Between €1 million-€ 2.5 million,7,"['Trality: Wiener Krypto-Trading-Bot-Marktplatz-Startup in Konkurs', 'Trality: Wiener Startup baut einen App Store für Krypto-Bots', 'Wiener FinTech Trality erhält sechsstellige FFG-Förderung', 'Wiener Startup Trality entwickelt Marktplatz für Krypto-Trading-Bots', 'Lernen von der AWS Community: Das FinTech-Startup Trality setzt auf Infrastructure as Code', 'Trality: Wiener Krypto-Startup nach Millionen-Investments in der Pleite', 'Vienna-Based Trality Announces Free Worldwide Trading Competition With Over 60,000 USDT in Prizes']",4,100000,0,2,1,7,5,5,19,0.1578947368421052,0,bankrupt
Wowflow,https://www.eu-startups.com/directory/wowflow/,https://www.eu-startups.com/wp-content/uploads/2021/03/gfkcjzajabxtjb2vfrsu-150x150.png,wowflow.com,True,Vienna,Vienna,Software & Analytics,"['solution', 'teams', 'management']",B2B,False,wowflow,True,,False,,False,2019,6,Between €100K-€500K,3,"['Wowflow: Wiener Startup erhält 1 Mio. Euro in Seed-Finanzierungsrunde', 'Wowflow: Wiener PropTech-Startup holt 300.000 Euro Investment', 'Wowflow: 300.000 Euro für Wiener Startup von PropTech-Investoren']",3,1600000,0,0,0,6,4,3,15,0.2,0,funding
B.A.M Ticketing,https://www.eu-startups.com/directory/b-a-m-ticketing-gmbh/,https://www.eu-startups.com/wp-content/uploads/2021/03/Bam-logo-150x58.png,,False,Vienna,Vienna,Software & Analytics,"['ticketing', 'blockchain', 'live events']",B2B,False,bamticketing,True,bam.blockchain.ticketing,True,bamticketing,True,2019,6,Between €100K-€500K,0,[],0,0,0,0,0,8,7,6,85,0.2,0,inactive
Autowhale,https://www.eu-startups.com/directory/autowhale/,https://www.eu-startups.com/wp-content/uploads/2022/01/image002.jpg,autowhale.net,True,Vienna,Vienna,Software & Analytics,"['cryptocurrency', 'liquidity', 'trading']",B2B2C,False,autowhale,True,auto_whale,True,autowhalenet,True,2019,6,No funding announced yet,2,"['Autowhale: ""Das Spielfeld einer nicht kontrollierbaren Kryptowährung überlassen?""', 'Interview mit Autowhale CEO Thomas Pratter: ""Banken und Staaten werden nicht einfach so die Macht abgeben und das Spielfeld einer nicht kontrollierbaren Kryptowährung überlassen""']",0,0,0,0,2,7,7,6,203,0.25,0,no_funding
Automated Software Testing,https://www.eu-startups.com/directory/automated-software-testing-gmbh/,https://www.eu-startups.com/wp-content/uploads/2021/01/devmate-logo_600x600-150x150.png,,False,Linz,Upper Austria,Software & Analytics,"['automated tests', 'development efficiency', 'unit tests']",B2B,False,automated-software-testing,True,,False,,False,2019,6,Between €500K-€ 1 million,1,['Tricentis’ Benjamin Baldi on Automated Software Testing Within DOD'],0,0,0,0,1,7,7,5,134,0.21,1,inactive
incaseof.law,https://www.eu-startups.com/directory/incaseof-law-gmbh/,https://www.eu-startups.com/wp-content/uploads/2022/01/incaseof-150x65.jpg,incaseof.law,True,Vienna,Vienna,Professional Services,"['legal', 'SMEs', 'AI']",B2B,False,in-case-of-law,True,incaseof.law,True,,False,2019,6,Between €100K-€500K,2,"['incaseof.law | Startseite', 'Gestern fand in Graz der zweite Tour-Stopp der #glaubandich-Challenge 2025 statt! Wir durften mit factorymaker gegen tolle Teams antreten - Content.Agent, incaseof.law, ChainBrain, Climcycle, AEROMOND FlexCo, Finslice - und haben den ersten Platz ge']",1,0,0,0,1,7,6,7,263,0.25,0,unclear
3P-Pitch Partner Pandur,https://www.eu-startups.com/directory/3p-pitch-partner-pandur/,https://www.eu-startups.com/wp-content/uploads/2022/01/Color-logo-with-background-150x68.png,,False,Vienna,Vienna,Software & Analytics,"['Consulting-Services', 'Pitching', 'Fundraising']",B2B,False,,False,,False,3pandur,True,2019,6,No funding announced yet,3,"['lona hendriks - vorher in einer produktionsfirma - 3P-Pitch Partner Pandur', '3P-Pitch Partner Pandur', '3P-Pitch Partner Pandur']",0,0,0,0,3,6,4,5,92,0.25,0,inactive
Greenwood-Power,https://www.eu-startups.com/directory/greenwood-power/,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-31-190741-150x125.png,greenwood-power.com,True,Rohrau,Lower Austria,Energy,"['Smart Grid', 'sensors', 'energy production']",B2B,False,greenwoodpower-smartsensors,True,greenwood_power,True,greenwood_power,True,2019,6,Between €100K-€500K,4,"['Greenwood Power: Sensoren-Startup holt 5,1 Millionen Euro Wachstumskapital', 'Greenwood Power: 1,2 Millionen Euro Kapital für NÖ-Smart Grid-Startup', 'Österreichisches Unternehmen Greenwood Power erhält 5,1 Mio. Euro für US-Produktion', 'NÖ Startup Greenwood Power erhält sechsstelliges Investment']",4,11700000,0,0,0,7,6,5,42,0.14,0,funding
FetoLife Science,https://www.eu-startups.com/directory/fetolife-science/,https://www.eu-startups.com/wp-content/uploads/2021/12/avatar-fetolife-150x150.png,,False,Vienna,Vienna,Health,"['pregnancy', 'health', 'app']",B2C,False,,False,,False,,False,2019,6,Between €1 million-€ 2.5 million,2,"['FetoLife Science', 'FetoLife Science']",0,0,0,0,2,8,6,7,104,0.15,0,inactive
DeepOpinion,https://www.eu-startups.com/directory/deepopinion/,https://www.eu-startups.com/wp-content/uploads/2021/12/download-2-6-150x79.png,deepopinion.ai,True,Innsbruck,Tyrol,Software & Analytics,"['automation', 'B2B', 'SaaS']",B2B,False,deepopinion-ai,True,,False,deepopinionai,True,2019,6,Between €100K-€500K,5,"['DeepOpinion: Innsbrucker Startup holt 11 Mio. Euro', 'DeepOpinion: Innsbrucker AI-Scale-up erhält elf Millionen Euro', 'DeepOpinion erhält 11 Millionen - SPiNE sammelt Millionensumme ein - Finanzspritze für Repaq', 'DeepOpinion: Tiroler AI-Startup holt 2 Mio. Euro in Seed-Finanzierungsrunde', 'DeepOpinion: 2 Millionen Euro für Tiroler AI-Startup']",5,13000000,0,0,0,8,8,6,104,0.25,0,funding
Codeversity,https://www.eu-startups.com/directory/codeversity/,https://www.eu-startups.com/wp-content/uploads/2021/12/1553168939574-150x150.jpg,codeversity.com,True,Vienna,Vienna,Education,"['online education', 'coding', 'digital skills']",B2B,True,codeversity,True,,False,,False,2019,6,Between €100K-€500K,4,"['Codeversity launcht Education-Plattform auf WeAreDevelopers-Konferenz', '""Heise Academy"": Codeversity und Heise Medien launchen IT-Lernplattform', 'Pascal Pham verstärkt das Team von Codeversity', 'Wiener EduTech Startup Codeversity launcht Corporate Education-Plattform']",4,0,0,0,0,6,6,5,34,0.29,0,probably_funding
Progeny,https://www.eu-startups.com/directory/progeny/,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-27-174742-150x56.png,,False,Vienna,Vienna,Software & Analytics,"['digital identity', 'authentication', 'cloud-based']",B2B,False,,False,theprogenygroup,True,theprogenygroup,True,2019,6,No funding announced yet,3,"['Progeny hires ex-HSBC Group CFO Ewen Stevenson as chair', 'Yes – Progeny – Highlights From Seventy-Two', 'Progeny Names New Singapore Chief Executive']",0,0,0,0,3,7,6,5,104,0.25,0,inactive
Xaleon,https://www.eu-startups.com/directory/xaleon/,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot13-150x56.png,,False,Linz,Upper Austria,Software & Analytics,"['customer engagement', 'deals', 'satisfaction']",B2B,False,,False,xaleonsoftware,True,xaleonsoftware,True,2018,7,No funding announced yet,8,"['Exit: DAX-Unternehmen kauft Linzer Startup Xaleon für zweistelligen Millionenbetrag', 'Deutscher IT-Riese kauft Linzer Start-up Xaleon', 'Teamviewer kauft österreichisches Software-Start-up Xaleon', 'Exit: Linzer Startup Xaleon wird von IT-Börsenriesen TeamViewer geschluckt', 'Auch Erfolg für Grazer Investor: Österreichisches Start-up Xaleon an Teamviewer verkauft', 'Rebranding: Linzer Startup Chatvisor wird zu Xaleon', 'Software-Startup Symflower holt Xaleon-Co-Founder ins Team', 'Umbenennung: Aus Chatvisor wird Xaleon']",5,0,5,0,3,8,7,5,24,0.25,0,inactive
XUND,https://www.eu-startups.com/directory/xund/,https://www.eu-startups.com/wp-content/uploads/2021/12/xund.png,xund.ai,True,Vienna,Vienna,Health,"['digital health assistant', 'medical device', 'healthcare services']",B2B,False,xund,True,xund.wien,True,,True,2018,7,No funding announced yet,8,"['BRANDL TALOS berät XUND bei EUR 6 Millionen Pre-Series-A Finanzierungsrunde', 'Xund: Wiener HealthTech holt sich 6 Millionen Euro Investment', '""Health Check"" von Xund soll Gesundheitsrisiken erkennen', 'XUND: MedTech Scale-up holt frische 6 Millionen Euro für die Expansion', 'Ferien mit XUND ins Leben: Spiel und Spaß für Kalsdorfs Kinder - Graz-Umgebung', 'Xund erhält 6 Millionen - Needle sammelt 2 Millionen ein - Agile Robots übernimmt audEERING', 'Zug will sich an Kosten des Pflegezentrums Xund beteiligen', 'Meilenstein für die digitale Prävention: XUND bringt Health Check in Deutschland auf den Markt']",5,6000000,0,0,3,7,5,6,66,0.15,0,funding
hi.health,https://www.eu-startups.com/directory/hi-health/,https://www.eu-startups.com/wp-content/uploads/2021/09/Screenshot-2021-09-08-at-13.59.45-150x119.png,hihealth.de,True,Vienna,Vienna,Health,"['health insurance', 'billing', 'user experience']",B2C,False,,False,,False,hihealth_global,True,2018,7,No funding announced yet,8,"['Pliant kauft Wiener Startup Hi.health', 'Wiener Startup hi.health in Share-Deal von Berliner Pliant übernommen', 'Mediathek: ListenLabs & Hi.Health: Investments & Exits - mit Paula Wehmeyer und Marie-Thérèse Buttlar', 'hi.health: 6 Mio. Euro Investment für Wiener Startup des mySugr-Co-Founders', 'hi.health: Wiener InsurTech finanziert jetzt Arztrechnungen für Nutzer vor', 'hi.health: Siebenstelliges Investment für Startup des mySugr-Cofounders Fredrik Debong', 'Wiener Startup hi.health übernimmt in Deutschland Privatarzt-Rechnungen', 'hi.health: 6 Mio. Euro Investment für Wiener Startup des mySugr-Co-Founders']",5,6000000,2,0,3,8,6,5,56,0.25,0,funding
Generation55plus.net,https://www.eu-startups.com/directory/generation55plus-net/,https://www.eu-startups.com/wp-content/uploads/2020/08/G55plus-logo-150x101.png,,False,Kirchbach,Lower Austria,Professional Services,"['older generation', 'active aging', 'positiv attitude']",B2C,False,,False,,False,,False,2018,7,No funding announced yet,1,['Aus Generation55plus.net wird »AlterNEUdenken.com« • AlterNEUdenken'],0,0,0,0,1,7,5,6,134,0.14,0,inactive
Skillmill,https://www.eu-startups.com/directory/skillmill-gmbh/,https://www.eu-startups.com/wp-content/uploads/2020/07/android-chrome-512x512-150x150.png,skillmill.com,True,Vienna,Vienna,Media & Entertainment,"['creatives', 'platform', 'opportunities']",platform,False,skillmill-co,True,,False,,False,2018,7,No funding announced yet,0,[],0,0,0,0,0,7,6,5,81,0.1,0,no_funding
InsectoCycle,https://www.eu-startups.com/directory/insectocycle/,https://www.eu-startups.com/wp-content/uploads/2021/06/InsectoCycle-150x150.png,insectocycle.com,True,Giessenberg,Styria,AgTech/FoodTech,"['sustainable', 'insect farming', 'alternative protein']",B2B,False,,False,,False,insectocycle,True,2018,7,Between €1-€100K,0,[],0,0,0,0,0,7,6,5,83,0.2,1,unclear
myBioma,https://www.eu-startups.com/directory/mybioma/,https://www.eu-startups.com/wp-content/uploads/2021/06/35077355_1344581862340687_6105683851105796096_n-150x150.png,mybioma.com,True,Vienna,Vienna,Health,"['microbiome', 'diagnostics', 'self-tests']",B2C,False,,False,mybioma,True,,False,2018,7,No funding announced yet,7,"['myBioma: HealthTech Biome Diagnostics nutzt nun KI-Test zur Darmanalyse', 'myBioma: KI-basierter Mikrobiom-Test, um Darmgesundheit zu verbessern', 'myBioma Balance: Wiener Biome Diagnostics bringt Nahrungsergänzungsmittel auf den Markt', 'Testkit zur Darmgesundheit - myBioma ermöglicht fundierte Analyse in den eigenen vier Wänden', 'Klosterneuburger Forscher - Darmgesundheit mit „myBioma“: Die große Welt des „kleinen Lebens“', 'myBioma sichert sich Anschlussfinanzierung', 'myBioma: Netflix-Doku lässt Nachfrage bei Wiener Startup ums Zehnfache steigen']",3,0,0,0,4,7,6,5,66,0.25,0,no_funding
Madgicx,https://www.eu-startups.com/directory/madgicx-2/,https://www.eu-startups.com/wp-content/uploads/2024/08/minimized-logo-150x150.png,madgicx.com,True,Viena,Vienna,Software & Analytics,"['E-commerce', 'ads', 'AI']",B2B,False,madgicxnow,True,madgicx,True,madgicx,True,2018,7,No funding announced yet,0,[],0,0,0,0,0,8,7,6,56,0.25,0,no_funding
VitreaLab,https://www.eu-startups.com/directory/vitrealab/,https://www.eu-startups.com/wp-content/uploads/2021/06/1583583876450-150x150.png,vitrealab.com,True,Vienna,Vienna,Hardware,"['micro-fabrication', 'holographic displays', 'light channels']",B2B,False,vitrealab-gmbh,True,vitrealab,True,vitrealab,True,2018,7,Between €1 million-€ 2.5 million,2,"['VitreaLab: Wiener Holografie-Startup holt sich Millioneninvestment', 'Holographisches Display bald Realität? - Siebenstelliger Betrag und neue Investoren für Start-up VitreaLab']",2,7000000,0,0,0,7,5,6,104,0.25,0,funding
ARIOT,https://www.eu-startups.com/directory/ariot/,https://www.eu-startups.com/wp-content/uploads/2024/10/Captura-de-pantalla-2024-10-14-a-les-17.04.30-150x114.png,ariot.io,True,Vienna,Vienna,Software & Analytics,"['Augmented Reality', 'construction', 'facility management']",B2B,False,,False,ariot.io,True,ariot_io,True,2018,7,Between €1-€100K,0,[],0,0,0,0,0,7,5,6,66,0.25,0,unclear
Pocket Cocktails,https://www.eu-startups.com/directory/pocket-cocktails-2/,https://www.eu-startups.com/wp-content/uploads/2022/05/Zeichenflache-1-150x150.png,pocket-cocktails.com,True,Vienna,Vienna,Software & Analytics,"['luxury', 'cocktails', 'customize']",B2C,False,pocketcocktails,True,pocketcocktails,True,,False,2018,7,No funding announced yet,1,"['Nutrition Roundup: Tasty new treats from Clif Bar, Epic, Pocket Cocktails, camp meals & more!']",0,0,0,0,1,7,6,5,83,0.2,0,no_funding
Fintune,https://www.eu-startups.com/directory/fintune-gmbh/,https://www.eu-startups.com/wp-content/uploads/2021/05/NEW-finny_210323_blue001_display-150x150.png,,False,Vienna / Zürich,Vienna,Education,"['financial literacy', 'children', 'money box']",B2C,False,,False,fintune.ch,True,,False,2018,7,Between €500K-€ 1 million,1,"['Wie viel Schwein braucht das Startup Fintune, um den Marathon und den Sprint zu schaffen?']",0,0,0,0,1,8,6,8,174,0.1,1,inactive
Morpher,https://www.eu-startups.com/directory/morpher/,https://www.eu-startups.com/wp-content/uploads/2021/03/uxmxgytnszvuiap3o96l-150x150.png,morpher.com,True,Vienna,Vienna,Software & Analytics,"['trading', 'investing', 'zero fees']",B2C,False,morpher,True,morpher_io,True,morpher_io,True,2018,7,Between €2.5 million-5 million,3,"['Morpher: Wiener Krypto-Startup startet Trading mit Luxusuhren und Sneakers', 'Kryptowährungen handeln mit Morpher-CEO Martin Fröhler -', 'Falt-Helm von Morpher im Test: Praktischer Lebensretter']",0,0,0,0,3,7,6,5,24,0.25,0,probably_funding
Involve.me,https://www.eu-startups.com/directory/involve-me/,https://www.eu-startups.com/wp-content/uploads/2022/01/aqxlceiqa1fnyhdynnhr-150x150.png,involve.me,True,Vienna,Vienna,Software & Analytics,"['interactive content', 'funnels', 'online sales']",B2B,False,involvemeapp,True,,False,involvemeapp,True,2018,7,Between €100K-€500K,5,"['involve.me: Wiener Startup bringt Self Service-Tool für User Engagement', 'Customer Engagement: Bestnoten für Wiener Software involve.me', 'involve.me: Startup des TEDx-Founders schafft 1. Platz in globalem Ranking', 'involve.me: Wiener Startup rund um Vlad Gozman bekommt Investment', 'Introducing the AI Formula Generator by involve.me: Advanced Funnel Calculations in Seconds']",4,0,0,0,1,7,8,6,66,0.25,0,probably_funding
