name,link,category,based_in,tags,founded,business_name,logo_link,long_business_description,business_description,total_funding,website,company_status,social_links
hi.health,https://www.eu-startups.com/directory/hi-health/,Austria,Vienna,"Health, Insurance, InsurTech",2018.0,hi.health,https://www.eu-startups.com/wp-content/uploads/2021/09/Screenshot-2021-09-08-at-13.59.45-150x119.png,,"hi.health offers people private health insurance with convenient and safe access to health care billing via app or web. Users can easily submit their invoices digitally and hi.health takes care of the further processing, billing, and customer service providing a seamless user experience.",No funding announced yet,https://www.hihealth.de/,,()
Generation55plus.net,https://www.eu-startups.com/directory/generation55plus-net/,Austria,Kirchbach,"online, older generation, service",2018.0,Generation55plus.net,https://www.eu-startups.com/wp-content/uploads/2020/08/G55plus-logo-150x101.png,,"Information and service platform for the older generation. One of our strength: we cover all areas of life and are not limited to single categories. Whether leisure and travel, health, prevention or care and assistance – Generation55plus.net is multifaceted as life itself. We provide a positiv attitude to life and a positiv attitude towards age and the ""adventure of aging"". We show that despite ones situation life is worth living. We inform, give impulses and are companion and forerunner for an active aging. #reThinkingAGE",No funding announced yet,https://www.generation55plus.net,,()
Skillmill,https://www.eu-startups.com/directory/skillmill-gmbh/,Austria,Vienna,"social network, creative community",2018.0,Skillmill,https://www.eu-startups.com/wp-content/uploads/2020/07/android-chrome-512x512-150x150.png,"Skillmill users can present their skills and artwork to the international arena, find customers, get jobs, and start their own projects. Our aim is to bring creatives from various fields together with each other as well as with clients and customers. Linking all these talents onto one platform opens up unimagined opportunities for synergies and partnerships. Together, we make new ways of working possible.","Social network for creatives and those looking to hire them. Get inspired by beautiful creations, find colleagues and get hired!",No funding announced yet,www.skillmill.com,,()
InsectoCycle,https://www.eu-startups.com/directory/insectocycle/,Austria,Giessenberg,"Farming, Insects, Organic waste recycling",2018.0,InsectoCycle,https://www.eu-startups.com/wp-content/uploads/2021/06/InsectoCycle-150x150.png,,"InsectoCycle offers sustainable alternative protein products made from insects. It optimizes insect farming, the process that transforms waste streams in 10 days into black soldier fly larvae, a sustainable ingredient in food fish or pets. InsectoCycle design and realize insect farms that link up with existing farms and arrange the sale of the insects produced.",Between €1-€100K,https://www.insectocycle.com/,,()
myBioma,https://www.eu-startups.com/directory/mybioma/,Austria,Vienna,"Biotechnology, Health Diagnostics, Life Science",2018.0,myBioma,https://www.eu-startups.com/wp-content/uploads/2021/06/35077355_1344581862340687_6105683851105796096_n-150x150.png,,myBioma offers A.I.-powered preventive microbiome diagnostics. We make advanced gut microbiome diagnostics publicly available by providing self-tests based on stool probes. Customers gain access to personalized reports to understand the cause of their problems and improve their well-being depends on their gut composition.,No funding announced yet,https://www.mybioma.com/,,()
Madgicx,https://www.eu-startups.com/directory/madgicx-2/,Austria,Viena,marketing automation,2018.0,Madgicx,https://www.eu-startups.com/wp-content/uploads/2024/08/minimized-logo-150x150.png,,"Madgicx is a super app for Meta ads that helps E-commerce businesses run ads using predictive AI, scale creative production with generative AI, report on performance across Facebook, Instagram, TikTok, Google Ads, Shopify, and Google Analytics, restore confidence in reporting data with first-party tracking, and maximize ad ROI.",No funding announced yet,https://madgicx.com/,Active,()
VitreaLab,https://www.eu-startups.com/directory/vitrealab/,Austria,Vienna,"Manufacturing, Engineering, Deeptech",2018.0,VitreaLab,https://www.eu-startups.com/wp-content/uploads/2021/06/1583583876450-150x150.png,,"VitreaLab is tackling this challenge by using a unique micro-fabrication technology that creates millions of tiny light channels in glass, allowing control of the flow of light in an incredibly precise way. This means that instead of the light being reflected in a random way in an LCD, the laser light arrives with pinpoint accuracy at its destined point and is ready for emission towards the viewer. This means that for the first time the realization of high-quality holographic displays within grasp.",Between €1 million-€ 2.5 million,https://vitrealab.com/,,()
ARIOT,https://www.eu-startups.com/directory/ariot/,Austria,Vienna,"building information modeling, augmented reality, construction, facility management",2018.0,ARIOT,https://www.eu-startups.com/wp-content/uploads/2024/10/Captura-de-pantalla-2024-10-14-a-les-17.04.30-150x114.png,,"ARIOT is specialized on Augmented Reality solutions for the construction and facility management industries. The core team has backgrounds in software engineering, architecture and facility management. We are utilizing available data formats from CAD over BIM to IOT sensors to make case-specific data visible on site.",Between €1-€100K,www.ariot.io,Active,()
YepOffers Austria,https://www.eu-startups.com/directory/yepoffers-austria/,Austria,Klagenfurt,,2018.0,YepOffers Austria,https://www.eu-startups.com/wp-content/uploads/2018/05/YepOffers-150x81.png,"YepOffers Austria focuses on offering several kinds of discount coupons and offers for various range of products and stores like Asos, H&M, Expedia, Puma, Sarenza along with several others.",YepOffers is an International Discount Provider offering its visitors with all kinds of discount codes and vouchers for several categories of products and services. YepOffers Austria is a specific platform for Austria based visitors who are keen interested in saving money on Online Shopping.,,https://yepoffers.com/at,,()
Pocket Cocktails,https://www.eu-startups.com/directory/pocket-cocktails-2/,Austria,Vienna,"Cocktails, Delivery, Catering, Onlinestore, Events",2018.0,Pocket Cocktails,https://www.eu-startups.com/wp-content/uploads/2022/05/Zeichenflache-1-150x150.png,,"WE DELIVER LUXURY DRINKS AT ANY PLACE. FOR PEOPLE WITH EXTRAORDINARY TASTE. Luxury, fresh and handmade Cocktails togo - customize your Pocket Cocktails® online for every Business-Event, Wedding & Home-Party. The easy Cocktailcatering where is no Bartender, Glasses or Equipment needed. Pocket Cocktails® are packed up in full recycleable patented Cocktailbags with a unique USP.",No funding announced yet,https://www.pocket-cocktails.com,,()
Fintune,https://www.eu-startups.com/directory/fintune-gmbh/,Austria,Vienna / Zürich,"edtech, social impact, fintech, parenting, financial Literacy, smarthome, openbanking, iot",2018.0,Fintune,https://www.eu-startups.com/wp-content/uploads/2021/05/NEW-finny_210323_blue001_display-150x150.png,"Fintune is a Swiss and Austria-based company behind ‘FINNY’, a digital money box for children to learn the financial skills they need. Through open banking, a smart money box and a mobile app, our product gamifies learning and helps children from the ages of 3-12 to understand the value of money, the importance of savings and budgeting. The founding team of Fintune has previously led the development of the first digital money box ‘Digipigi’ for Credit Suisse in Switzerland. We loved the financial literacy purpose and impact of such a solution for the next generation, therefore we decided to establish Fintune and develop the fun learning companion for children with global ambition to improve the starting conditions of the next generation (genZ and genAlpha).","Fintune is a Swiss and Austria-based company behind ‘FINNY’, a digital money box for children to learn the financial skills they need.",Between €500K-€ 1 million,https://www.fintune.ch,,()
Sale Booster Solutions,https://www.eu-startups.com/directory/sale-booster-solutions-gmbh/,Austria,Wien,"sales, raise funds, Symbiosis",2018.0,Sale Booster Solutions,https://www.eu-startups.com/wp-content/uploads/2019/04/01-150x95.png,,"Sale Booster Solutions GmbH was founded in May 2018 as a head company, and a legal entity authorised to raise and control funds within the Symbiosis Online project. That Symbiosis Online is a digital cloud based programmatic complex to interaction publishers, advertisers, property owners (include accommodation), agents (include touristic).",,sbs.ooo,,()
Sheepblue,https://www.eu-startups.com/directory/sheepblue/,Austria,Vienna,"employee, scheduling, AI",2018.0,Sheepblue,https://www.eu-startups.com/wp-content/uploads/2019/04/sheepblue-logo_clr-300dpi-png-150x76.png,Sheepblue offers a web-based software solution that fully automates the process of employee scheduling. It optimizes the roster according to the strong rules of the company (i.e. specific laws and regulations) and the individual preferences of the employees. A Chatbot allows to communicate with employees in natural language and to automate interactions like swapping a shift.,Automated Employee Scheduling - driven by AI,,https://www.sheepblue.com/,,()
MyExpatTaxes,https://www.eu-startups.com/directory/myexpattaxes/,Austria,Vienna,"taxes, expats, tax returns, USA",2018.0,MyExpatTaxes,https://www.eu-startups.com/wp-content/uploads/2019/07/myExpatTaxes_logo_171213_med-150x33.png,,"MyExpatTaxes enables U.S. citizens and Green Card holders living abroad to file their U.S. tax returns in 30 minutes. It's an online solution where the customers enter the necessary data into a user-friendly UI, pay the flat fee of 149, and be presented with the tax forms required in their situation, ready to e-file. Winner of the ""Best Expat Tax Management Platform"" and ""Best US Expat Tax Return Solution"" awards, both in 2019",,www.myexpattaxes.com,,()
XRious,https://www.eu-startups.com/directory/xrious/,Austria,Wien,"AI, B2B, marketplace, AR, VR",2018.0,XRious,https://www.eu-startups.com/wp-content/uploads/2019/08/8-150x150.png,,"XRious is an AI-powered B2B Marketplace for XR (AR/VR) solutions to help companies easily adopt emerging technologies and find the best use-case fitting their needs. For companies who want to innovate and adopt emerging technologies but dont know which use-case to implement, XRious is an AI-powered online marketplace service that matches companies instantly with the best XR use-case benchmarked with machine-learning and best serving their needs. Unlike traditional innovation consultancies or business information platforms, XRious is faster, more cost-effective, specialized in XR and delivers a higher success rate. XRious is a B2B marketplace satisfying buyers and sellers, therefore: 1) Sellers - XR providers, who offer AR/VR products and services, pay a monthly fee to list their solutions on the XRious platform (pay-per-use case with 100% satisfaction guarantee). 2) Buyers - Companies searching AR/VR solutions, need to pay a subscription fee for unlimited access to detailed information on use-cases and matchmaking or encounter paywalls.",,http://www.xrious.io,,()
COMPASS,https://www.eu-startups.com/directory/compass/,Austria,Vienna,"tourists, travel, B2B, tourism",2018.0,COMPASS,https://www.eu-startups.com/wp-content/uploads/2019/08/0-4-12-150x150.png,,"COMPASS is a web-based platform which directs tourists to qualified places in a B2B model. Our users are Concierges, guides and other individuals who are daily in contact with tourists and books services for their guests. Doing so, they can earn points=money while tourists are getting qualified recommendations and goodies on top.",,https://thecompass.travel,,()
DeepH,https://www.eu-startups.com/directory/deeph/,Austria,Vienna,"eHealth, Healthcare, Meditation app",2018.0,DeepH,https://www.eu-startups.com/wp-content/uploads/2020/04/40182451_542242399566972_4574658216310341632_o-150x150.png,,"DeepH encourages its users to lives by the 3 H’s: Health, Happiness, and Harmony. In addition to its meditation timer, the app offers solutions for health monitoring, including factors such as steps walked, calories burned, weight, sleep patterns, and blood pressure to reduce stress and prevent chronic disease.",,www.deeph.io,,()
Chatvisor,https://www.eu-startups.com/directory/chatvisor/,Austria,Linz,"Customer Analytics, Customer Engagement Platform, SaaS, Customer Service",2018.0,Chatvisor,https://www.eu-startups.com/wp-content/uploads/2020/04/0-42-2-150x150.png,,"Linz-based customer engagement platform Chatvisor optimizes online customer support and experiences. It utilizes free screen sharing technology that allows co-browsing to understand customers’ experiences, as well as chatbot integration and real-time analytics. The SaaS platform can be used to drive online sales, customer engagement, and website conversions, while providing insights into customer problems.",,www.chatvisor.com,,()
Pocket Cocktails,https://www.eu-startups.com/directory/pocket-cocktails/,Austria,Vienna,"Cocktails, Delivery, To go, Vienna",2018.0,Pocket Cocktails,https://www.eu-startups.com/wp-content/uploads/2022/04/Six-Guy´s-White-Familie-150x60.jpg,,"The Cocktail Brand ""Pocket Cocktails®"" delivers fresh Drinks to go for Home and Business - packed up in special patented sustainable Bags. The customer can easy customize the Cocktails online and order for any Party or Catering. The Future of moderrn Cocktail Catering where is no Barkeeper, Glasses or Service needed.",Between €100K-€500K,https://www.pocket-cocktails.com,,()
OncoOne,https://www.eu-startups.com/directory/oncoone/,Austria,Klosterneuburg,"BioTech, MedTech, eHealth, Therapeutics, OncoOne, Vienna",2018.0,OncoOne,https://www.eu-startups.com/wp-content/uploads/2020/03/oo-150x150.png,,OncoOne is a biotech start-up dedicated to develop innovative therapeutics to treat patients with solid tumors.,,http://www.oncoone.com,,()
Bobsla,https://www.eu-startups.com/directory/bobsla/,Austria,Innsbruck,"sports, ski, sports tech",2018.0,Bobsla,https://www.eu-startups.com/wp-content/uploads/2020/03/0-16-1-150x150.png,,"Inclusion more and vary people, with and without sportive skills and abilities to ski resorts with races in unique electric vehicles we design, produce and sell. Getting awareness on ski resorts to grow our invention to personal outdoor mobility.",,https://www.bobsla.com,,()
Morpher,https://www.eu-startups.com/directory/morpher/,Austria,Vienna,"Blockchain, FinTech, Software",2018.0,Morpher,https://www.eu-startups.com/wp-content/uploads/2021/03/uxmxgytnszvuiap3o96l-150x150.png,,"Trading platform for trading and investing, empowering users to trade unlimited assets with zero fees and infinite liquidity.",Between €2.5 million-5 million,https://www.morpher.com/,,()
Involve.me,https://www.eu-startups.com/directory/involve-me/,Austria,Vienna,"B2B, Content Marketing, Digital Marketing, E-Commerce, Lead Generation",2018.0,Involve.me,https://www.eu-startups.com/wp-content/uploads/2022/01/aqxlceiqa1fnyhdynnhr-150x150.png,,"Engage Your Customers Through Interactive Funnels. Increase User Involvement | Gather Better Data | Grow Online Sales Businesses such as Universal Pictures, Salesforce or Bloomberg are using involve.me to create and integrate interactive content for any point in their funnel, from lead acquisition and qualification, through activation and online sales conversion up to measuring customer satisfaction.",Between €100K-€500K,https://www.involve.me/,,()
Audvice,https://www.eu-startups.com/directory/audvice/,Austria,Salzburg,"Audio Corporate, EdTech, SaaS, Sales Software",2018.0,Audvice,https://www.eu-startups.com/wp-content/uploads/2022/01/Audvice-150x150.png,,"Audvice unlocks the power of voice messages for companies to share information more effectively across their teams, partners, and customers. Audvice makes it easy for everyone to record, edit and organize voice messages — from CEOs to sales trainees. Information gets perfectly structured in playlists that can be shared in Audvice or on other platforms. We are a female-led startup based in Austria with a team of dedicated and ambitious people. We believe that audio is the future and aim to be the ones who bring it to the corporate world to make people smarter and more productive.",Between €1 million-€ 2.5 million,https://www.audvice.com/,,()
triply,https://www.eu-startups.com/directory/triply/,Austria,Linz,"Software,Truck Transportation ,IT information",2018.0,triply,https://www.eu-startups.com/wp-content/uploads/2022/01/1600087683740-150x150.jpg,,"We enable mobility managers to process complex data sets and optimise their next mobility solution.! OUR PROJECTS: === Public Transport Management === We analyze and visualize the movements of people and vehicles in a certain region using demographic data. Our factor-rich interactive web app makes it easy to simulate the effects of changes in public transport and the individual traffic system and therefore is the ideal assistant in the process of perfecting it.While companies used to only be responsible for providing enough parking spaces for their employees, the issue of corporate mobility is moving more and more into the spotlight",Between €1-€100K,https://triply.at,,()
Bimspot,https://www.eu-startups.com/directory/bimspot/,Austria,Vienna,"Information Technology, Real Estate, Software",2018.0,Bimspot,https://www.eu-startups.com/wp-content/uploads/2022/01/Screenshot-2022-01-04-171428.png,,"Simply the best way to unleash the full potential of BIM in your project. Bimspot presents a disruptive technology for BIM oriented collaboration. For the first time, digital models of a building can be developed independent of individual choice of software, life cycle oriented and with clear responsibilities of all stakeholders.",No funding announced yet,https://www.bimspot.io/,,()
CASHY,https://www.eu-startups.com/directory/cashy/,Austria,Vienna,"Financial Services, FinTech, Credit Fees",2018.0,CASHY,https://www.eu-startups.com/wp-content/uploads/2022/01/Screenshot-2022-01-04-112034.png,,"CASHY GmbH is a fintech company who are into lending business. At Cashy, our digital rating system shows you a fair, transparent offer for your sale or your pawn loan immediately online. We know the value of your item & offer you a high payout for it. Best price guarantee included.",No funding announced yet,https://www.cashy.at/,,()
HalloSophia.com,https://www.eu-startups.com/directory/hallosophia-com/,Austria,Linz,"Consulting, Digital Marketing, E-Commerce",2018.0,HalloSophia.com,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-31-181400-150x117.png,,Finothek GmbH operates hallosophia.com. The marketplace for video advisory services. Sophia gives experts the possibility to present their individual advisory approach for your current challenge and give you individual advice in a video session - it's an amazing experience to talk about the own challenges with a top expert.,Between €100K-€500K,https://www.hallosophia.com/,,()
INNIO Group,https://www.eu-startups.com/directory/innio-group/,Austria,Tirol,"Energy, Manufacturing, Oil and Gas",2018.0,INNIO Group,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-31-140756-150x144.png,,"INNIO Group is a global producer of reciprocating gas engines for power generation and mechanical drive. INNIO is a leading provider of renewable gas and hydrogen-rich solutions and services for power generation and compression at or near the point of use. With our Jenbacher and Waukesha products, INNIO helps to provide communities, industry and the public access to sustainable, reliable and economical power ranging from 200 kW to 10 MW.",No funding announced yet,https://www.innio.com/,,()
Happy Plates,https://www.eu-startups.com/directory/happy-plates/,Austria,Vienna,"Content Creators, Cooking, E-Commerce, Food Delivery, Publishing, Recipes",2018.0,Happy Plates,https://www.eu-startups.com/wp-content/uploads/2021/12/download-4-5-150x79.png,,"We love to cook fresh every day - for us and our families and friends. Because that, including meal planning and shopping, quickly becomes a challenge in hectic everyday life, we have developed Happy Plates. We believe that healthy eating starts with fresh cooking and that fresh cooking should be a lot easier today! Therefore, with Happy Plates, planning meals and purchasing ingredients is easier than ever before.",Between €1 million-€ 2.5 million,https://happyplates.com,,()
OKTAV,https://www.eu-startups.com/directory/oktav/,Austria,Linz,"E-Learning, Media and Entertainment, Music, Music Education",2018.0,OKTAV,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-28-165534-32.png,,OKTAV is the fastest-growing sheet music service. The smart sheet music companion is a unique digital experience for beginners and advanced piano players. Offering monthly and yearly subscriptions OKTAV delivers the right sheet music depending on taste and skills with its unique machine learning approach.,Between €500K-€ 1 million,https://www.oktav.com/,,()
Orderlion,https://www.eu-startups.com/directory/orderlion/,Austria,Vienna,"Food and Beverage, Hospitality, SaaS, Supply Chain Management",2018.0,Orderlion,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-28-154927-07-150x53.png,,Our mission is to create a high-quality industry standard to help F&B suppliers digitise their customer relationships efficiently. That's why we developed Orderlion. Orderline is the first system to support the F&B industry in fostering strong customer relationships on a digital level and improving ordering processes for suppliers and their customers alike.,Between €1 million-€ 2.5 million,https://www.orderlion.com/,,()
Monkee,https://www.eu-startups.com/directory/monkee/,Austria,Innsbruck,"Financial Services, FinTech, Machine Learning, Mobile Apps, Personal Finance",2018.0,Monkee,https://www.eu-startups.com/wp-content/uploads/2021/12/gfoetmrjggjabukl3xfs-150x150.png,,"Monkee combines behavioral design, gamification and machine learning to help people to improve their financial health and save more money. Millions of people have the problem that they save too little and at the same time spend too much money on things that they don't really need. No wonder! Today it is easier to spend money than to save it. That's why we developed Monkee! With Monkee we help people get financially fit and save money for the things that are really important to them.",Between €100K-€500K,https://monkee.rocks/,,()
StreamTV Media,https://www.eu-startups.com/directory/streamtv-media/,Austria,Steyr,"Online Games, Video, Video Streaming",2018.0,StreamTV Media,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-26-151403-150x148.png,,"STREAM.TV is one of the world's top media brands in live streaming and offers major products in all live streaming areas. After becoming the #1 global player in stream designs, we thought there should be more. That´s why we are constantly creating new projects in the live streaming space. In the future, we want to offer a major product in all live streaming areas worldwide.",Between €1 million-€ 2.5 million,https://www.stream.tv/,,()
ilvi GmbH,https://www.eu-startups.com/directory/ilvi-gmbh/,Austria,Gleisdorf,"Health Care, Information Technology, Medical Device, mHealth, Software",2018.0,ilvi GmbH,https://www.eu-startups.com/wp-content/uploads/2021/12/uud6dzewjuy5hzndd8xg-150x53.jpg,,"Mobile SW platform to support clinical workflows. Ilvi gmbh entwickelt mobile softwaresysteme für den klinikalltag. die innovativen lösungen ermöglichen die erfassung von vitalparametern, wunddokumentation und vieles mehr - direkt am krankenbett. durch die flexible konnektivität landen die daten direkt im kis (krankenhausinformationssystem) und stehen dem personal schnellstmöglich zur verfügung. ilviClinic controls the exchange of data with various medical devices and forms the interface between patient, nurse and hospital information system (HIS).",Between €100K-€500K,https://www.ilvi.io/,,()
TTTech Auto,https://www.eu-startups.com/directory/tttech-auto/,Austria,Vienna,"Automotive, Autonomous Vehicles, Software",2018.0,TTTech Auto,https://www.eu-startups.com/wp-content/uploads/2021/12/Capture4-150x35.png,,"TTTech Auto provides solutions for the challenges of future vehicle generations. The company specializes in safe software and hardware platforms for automated driving and beyond, applicable in series production programs. With our leading technology solutions, we ensure safety and electronic robustness for a more automated world.",No funding announced yet,https://www.tttech-auto.com/,,()
Velonto,https://www.eu-startups.com/directory/velonto/,Austria,Linz,"Apps, Delivery Service, E-Commerce",2018.0,Velonto,https://www.eu-startups.com/wp-content/uploads/2021/12/vdkjdxqg0n2lfylpr33j-150x150.png,,"Velonto is a young software startup based in Linz. We are currently developing a digital on-demand urban delivery platform that brings regionality, environmental friendliness, and mobility to Austria's cities. Vento provides an on-demand urban delivery platform solution bringing revenue to merchants/restaurants offering convenience to consumers.",No funding announced yet,https://www.velonto.at/,,()
ImageBiopsy lab,https://www.eu-startups.com/directory/imagebiopsy-lab-2/,Austria,Vienna,"AI, imaging diagnostic, digital health",2017.0,ImageBiopsy lab,https://www.eu-startups.com/wp-content/uploads/2021/12/Image-Biopsy-lab-1-150x71.png,,"One-Stop-Shop MSK-AI platform that enables clinicians and healthcare providers to assess and predict bone health. Our products expand beyond the radiological workflow. IB Lab ZOO is a novel, AI-supported modular musculoskeletal (MSK) software platform for standardized, objective and automated analysis of medical images. The modules of this MSK platform identify and extract key disease parameters that are critical for the prevention and treatment of various MSK related conditions.",Between €5 million-€10 million,www.imagebiopsy.com,,()
ImageBiopsy lab,https://www.eu-startups.com/directory/imagebiopsy-lab/,Austria,Vienna,"AI, imaging diagnostic, digital health",2017.0,ImageBiopsy lab,https://www.eu-startups.com/wp-content/uploads/2021/12/Image-Biopsy-lab-150x71.png,"ImageBiopsy Lab develops award-winning AI-driven software applications that digitize musculoskeletal (MSK) diagnostics on radiographs, providing radiologists and orthopedists with fast, quantitative, and standardized reports. The company portfolio includes solutions for knee, hip, leg, hand, and spine and is being installed in more than 100 sites across Europe and the US.",One-Stop-Shop MSK-AI platform that enables clinicians and healthcare providers to assess and predict bone health,Between €5 million-€10 million,www.imagebiopsy.com,,()
Altorum Leren,https://www.eu-startups.com/directory/altorum-leren/,Austria,Software,"loud Computing, UI/UX, Full Stack Development, IoT, Artificial Intelligence, Blockchain",2017.0,Altorum Leren,https://www.eu-startups.com/wp-content/uploads/2019/10/fcebook-banner-new-01-150x61.jpg,"At Altorum, we strive to provide the right paths for our customers by developing and promoting advanced information technologies. We are an organisation having enormous ability to learn and translate that learning into action. We assure the highest quality product, total client satisfaction, and timely delivery of solutions. Satisfied clients around the globe hold testimony to the quality of our work. Among the plethora of services, Web design and development, Mobile development, UI/UX, Logo designing, Internet of Things, Artificial Intelligence, Blockchain, Quality Assurance, Automation, Digital marketing are the services which we offer.","Altorum Leren, a leading IT, Services Company, specializes in software application development, Cloud Computing, UI/UX, Full Stack Development, IoT, Artificial Intelligence, Blockchain and Quality Assurance and more. https://www.altorumleren.com/",,https://www.altorumleren.com/,,()
bsurance,https://www.eu-startups.com/directory/bsurance/,Austria,Vienna,"Insurtech, Fintech, Embedded Insurance, Digital Transformation, Digital Enabler",2017.0,bsurance,https://www.eu-startups.com/wp-content/uploads/2020/10/Logo_bsurance-500x500-150x150.png,"Access to the end-customers is exclusively via B2C cooperation partners. Insurance partners act as insurance product providers and/or risk carriers. Using REST APIs, B2C partners and insurance partners are connected to a cloud-based insurance management platform developed by bsurance. The entire insurance management process is 100% digital end-2-end. The platform issues policies in real-time and takes care of both billing, and handling of claims. Advantages for B2C partners: Unique added value to products or services / Strong competitive differentiator / Increase in sales / Higher customer loyalty / Development of sustainable ecosystems. Advantages for insurance partners: New customer segments / Increase in sales / Fast connection to any B2C sales platform / End-to-end digital processes / Short time-to-market.","bsurance operates with a B2B2C business model and digitalises, individualises and develops innovative insurance products. bsurance embeds these products in the simplest way possible into existing sales processes, products or services, and right where it matters: in apps, web shops, or cashier systems - directly at any given Point-of-Sale. End-customers are thus given easy access to fair and relevant insurance products.",Between €2.5 million-5 million,https://www.bsurance.com,,()
Tubics,https://www.eu-startups.com/directory/tubics-2/,Austria,Vienna,"Advertising, SaaS, Software, Video, VideoEditing",2017.0,Tubics,https://www.eu-startups.com/wp-content/uploads/2022/10/1635508075853-150x150.jpeg,,"tubics is a Software-as-a-Service platform that supports companies to amplify their branded content on YouTube.  The platform's publishing and distribution wizard supports the user regarding - video metadata, - video distribution via owned and paid media and - reporting. The monthly license fee depends on the customer's number of YouTube channels and video uploads.",Between €1 million-€ 2.5 million,www.tubics.com,,()
Point of New,https://www.eu-startups.com/directory/point-of-new-e-u/,Austria,Vienna,"Creativity, Innovation, Coaching, Consulting",2017.0,Point of New,https://www.eu-startups.com/wp-content/uploads/2020/08/point-of-new-e.U.-innovation-management-workshops-and-trainings-Kopie-150x140.jpg,,"Creativity and Innovation Coaching. Du bist UnternehmerIn und willst dein Unternehmen auf das nächste Level bringen? Du willst wissen, wie du die Talente und Stärken deinen MitarbeiterInnen und Führungskräfte bestmöglich für den Unternehmenserfolg nutzen kannst?",No funding announced yet,www.pointofnew.at,,()
BALLDESIGNER,https://www.eu-startups.com/directory/balldesigner/,Austria,Gallspach,"Artificial Intelligence, Robotics, Sports",2017.0,BALLDESIGNER,https://www.eu-startups.com/wp-content/uploads/2020/08/BALLDESIGNER-logo-150x150.png,BALLDESIGNER is an AI-Design configurator for sportballs. With the use of software engineering and robot arms the company creates designs for custom sportballs. We are nerd obsessively on the Soccer/Football scene and work with people and brands we admire and feel fortunate working with. It is what we love doing and are passionate about.,AI design / Robotic software / Sportsball,Between €100K-€500K,https://www.ball.design,,()
refurbed.de,https://www.eu-startups.com/directory/refurbed-de/,Austria,Vienna,,2017.0,refurbed.de,https://www.eu-startups.com/wp-content/uploads/2017/06/refurbed-logo-large-150x29.png,"""Refurbed is a marketplace for refurbished electronics, which are used products that are completely renewed and resold with 1 year of warranty & up to 40% discount. The products are also super sustainable and help saving the environment. Professional merchants list their products on our marketplace and consumers can buy directly from them. The market for refurbished phones & laptops is already ~6 bn € in Europe and is expected to grow to up to ~15 bn € until 2022. We started refurbed in February 2017, went live in March and made the first sales within the first month. We currently grow at ~50-100% m-o-m. Our team combines unique experience and a strong network in the market, which enabled us to find a sweetspot in this growing industry. ""","Refurbed is a marketplace for refurbished electronics, which are used products that are completely renewed and resold with 1 year of warranty & up to 40% discount. The products are also super sustainable and help saving the environment. Professional merchants list their products on our marketplace and consumers can buy directly from them. We want to become the leading marketplace for refurbished electronics in Europe.",,refurbed.de,,()
Coachfox,https://www.eu-startups.com/directory/coachfox/,Austria,Vienna,"marketplace, coaching, experts",2017.0,Coachfox,https://www.eu-startups.com/wp-content/uploads/2017/03/coachfox-logo-blue-150x25.png,"Coachfox is an online marketplace that connects you with professional coaches. Finding the perfect experts, the appointment agreement, the coaching session and the payment are possible with just a few clicks. Whether it is decision making or job applications, stress, conflict, lack motivation and other career concerns - Coachfox is the innovative platform for professional orientation and personal development. Get first class coaching over video, audio or chat.","Coachfox is an online marketplace that connects you with professional coaches. Finding the perfect experts, the appointment agreement, the coaching session and the payment are possible with just a few clicks. Whether it is decision making or job applications, stress, conflict, lack motivation and other career concerns - Coachfox is the innovative platform for professional orientation and personal development. Get first class coaching over video, audio or chat.",,https://coachfox.com/,,()
LAMA App,https://www.eu-startups.com/directory/lama-app/,Austria,Vienna,"app, video, freemium",2017.0,LAMA App,https://www.eu-startups.com/wp-content/uploads/2020/08/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDE4LzAyLzI2LzIyNjg3MGM3ZTcyN2YyNzE2NGJjZTIzNTBiN2U3Yzcx-1.jpg,,"Allows you to get in direct touch with experts, celebrities and people with interesting stories. Content is the new advertising.We make creating and promoting easy.",No funding announced yet,https://lama-app.com/,,()
Storyblok,https://www.eu-startups.com/directory/storyblok-3/,Austria,Linz,"headless cms, cms, content",2017.0,Storyblok,https://www.eu-startups.com/wp-content/uploads/2021/08/Storyblok-Editor-150x97.png,"Storyblok is a headless CMS that enables developers and marketers to deliver powerful content experiences on any digital platform, one block at a time. Developers create flexible components that are independently managed by content teams using a visual editor and customizable workflow. Published content is delivered through an API, so changes are made once and will appear everywhere: websites, mobile, IoT, AR/VR, and beyond. Leading brands such as Adidas, Pizza Hut, and Coca-Cola use Storyblok to manage and share their content with the world.",Storyblok is the world’s first headless CMS that works for both developers & business users. Storyblok is the first headless CMS that offers a unique combination of visual editing tools and highly customizable content blocks for marketers on top of a modern headless architecture that gives developers the flexibility to build fast and reliable digital platforms.,Between €10 million-€25 million,https://www.storyblok.com/,,()
